full_address,council_area,property_type,development_zone_base,land_size_group,suburb,property_count,lot_size
"14 DEVORGILLA AVENUE, TOORAK",STONNINGTON,UNIT,General Residential Zone,small_area,TOORAK,1,Small
"163 MASCOMA STREET, STRATHMORE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,STRATHMORE,1,Small
"163 LA TROBE STREET, MELBOURNE",MELBOURNE,HOUSE,Capital City Zone,medium_area,MELBOURNE,1,Small
"161 LA TROBE STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,medium_area,MELBOURNE,1,Small
"161 RIVERSDALE ROAD, HAWTHORN",BOROONDARA,UNIT,Residential Growth Zone,small_area,HAWTHORN,1,Small
"161 URQUHART STREET, COBURG",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG,1,Small
"161 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"14 ELLIN STREET, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,1,Small
"162 ANDERSONS CREEK ROAD, DONCASTER EAST",MANNINGHAM,UNIT,Residential Growth Zone,small_area,DONCASTER EAST,1,Small
"14 EDITH STREET, DANDENONG",GREATER DANDENONG,UNIT,Residential Growth Zone,small_area,DANDENONG,1,Small
"162 BUCKINGHAM STREET, RICHMOND",YARRA,UNIT,General Residential Zone,small_area,RICHMOND,1,Small
"14 DUNRAVEN AVENUE, TOORAK",STONNINGTON,HOUSE,General Residential Zone,small_area,TOORAK,1,Small
"162 GEORGE STREET, EAST MELBOURNE",MELBOURNE,HOUSE,General Residential Zone,medium_area,EAST MELBOURNE,1,Small
"14 DUDLEY PARADE, CANTERBURY",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,CANTERBURY,1,Small
"162 INGLES STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Capital City Zone,small_area,PORT MELBOURNE,1,Small
"162 MARY STREET, RICHMOND",YARRA,UNIT,General Residential Zone,small_area,RICHMOND,1,Small
"162 NAPIER STREET, ESSENDON",MOONEE VALLEY,HOUSE,General Residential Zone,small_area,ESSENDON,1,Small
"162 REYNARD STREET, COBURG",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,COBURG,1,Small
"14 DRYANDRA CRESCENT, KEYSBOROUGH",GREATER DANDENONG,HOUSE,Neighbourhood Residential Zone,small_area,KEYSBOROUGH,1,Small
"162 STANLEY STREET, WEST MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,small_area,WEST MELBOURNE,1,Small
"162 UNION STREET, BRUNSWICK",MERRI-BEK,UNIT,Residential Growth Zone,medium_area,BRUNSWICK,1,Small
"162 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"163 CANNING STREET, CARLTON",MELBOURNE,UNIT,General Residential Zone,small_area,CARLTON,1,Small
"163 ELGIN STREET, CARLTON",MELBOURNE,UNIT,Commercial 1 Zone,small_area,CARLTON,1,Small
"163 GLADSTONE ROAD, DANDENONG NORTH",GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,small_area,DANDENONG NORTH,1,Small
"14 DIANELLA WALKWAY, BRUNSWICK EAST",MERRI-BEK,HOUSE,Mixed Use Zone,large_area,BRUNSWICK EAST,1,Small
"14 COWDEROY STREET, ST KILDA WEST",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ST KILDA WEST,1,Small
"166 MITCHELL STREET, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,small_area,MAIDSTONE,1,Small
"17 BROWN AVENUE, ASCOT VALE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ASCOT VALE,1,Small
"17 BALMORAL PLACE, SOUTH YARRA",STONNINGTON,HOUSE,Activity Centre Zone,small_area,SOUTH YARRA,1,Small
"17 ALBION STREET, SURREY HILLS",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,SURREY HILLS,1,Small
"17 AMELIA STREET, BRUNSWICK",MERRI-BEK,UNIT,Mixed Use Zone,small_area,BRUNSWICK,1,Small
"17 APERTURE STREET, COBURG NORTH",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG NORTH,1,Small
"17 ARDEN STREET, NORTH MELBOURNE",MELBOURNE,UNIT,General Residential Zone,small_area,NORTH MELBOURNE,1,Small
"17 ARENA SQUARE, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"17 ARNDT ROAD, PASCOE VALE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,PASCOE VALE,1,Small
"17 AUGUSTA AVENUE, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,small_area,DOCKLANDS,1,Small
"17 AUSTIN STREET, FAIRFIELD",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FAIRFIELD,1,Small
"17 AVOCA STREET, SOUTH YARRA",STONNINGTON,UNIT,General Residential Zone,small_area,SOUTH YARRA,1,Small
"17 BALLARD STREET, YARRAVILLE",MARIBYRNONG,UNIT,General Residential Zone,small_area,YARRAVILLE,1,Small
"17 BALLOAN STREET, COBURG",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG,1,Small
"17 BANOOL QUADRANT, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,1,Small
"14 COLLINS CLOSE, KEILOR EAST",MOONEE VALLEY,UNIT,General Residential Zone,small_area,KEILOR EAST,1,Small
"17 BARODA STREET, TRAVANCORE",MOONEE VALLEY,HOUSE,General Residential Zone,small_area,TRAVANCORE,1,Small
"17 BAXTER STREET, COBURG",MERRI-BEK,HOUSE,General Residential Zone,small_area,COBURG,1,Small
"17 BEACH STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Mixed Use Zone,small_area,PORT MELBOURNE,1,Small
"14 CADE SQUARE, PARKVILLE",MELBOURNE,UNIT,Mixed Use Zone,large_area,PARKVILLE,1,Small
"17 BECKLEY STREET, COBURG",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,COBURG,1,Small
"17 BESS COURT, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,1,Small
"17 BOARDWALK PLACE, KEILOR EAST",MOONEE VALLEY,UNIT,General Residential Zone,small_area,KEILOR EAST,1,Small
"17 BORONIA GROVE, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,1,Small
"17 BOWEN STREET, KEW",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW,1,Small
"17 BOWEN STREET, MALVERN EAST",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,MALVERN EAST,1,Small
"17 BRISTOL ROAD, PASCOE VALE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,PASCOE VALE,1,Small
"17 ACLAND STREET, SOUTH YARRA",MELBOURNE,HOUSE,General Residential Zone,medium_area,SOUTH YARRA,1,Small
"17 ACACIA STREET, GLENROY",MERRI-BEK,HOUSE,General Residential Zone,small_area,GLENROY,1,Small
"169 WILTSHIRE DRIVE, KEW",BOROONDARA,HOUSE,General Residential Zone,large_area,KEW,1,Small
"169 WELLINGTON STREET, FLEMINGTON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,FLEMINGTON,1,Small
"166 REYNARD STREET, COBURG",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,COBURG,1,Small
"166 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"167 BALLARAT ROAD, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,small_area,MAIDSTONE,1,Small
"14 CLARENDON PARADE, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,1,Small
"14 CIRQUE DRIVE, FOOTSCRAY",MARIBYRNONG,UNIT,Activity Centre Zone,large_area,FOOTSCRAY,1,Small
"167 HYDE STREET, YARRAVILLE",MARIBYRNONG,UNIT,Industrial 3 Zone,small_area,YARRAVILLE,1,Small
"14 CHURCHILL STREET, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,1,Small
"168 BARKLY STREET, BRUNSWICK",MERRI-BEK,HOUSE,General Residential Zone,small_area,BRUNSWICK,1,Small
"168 BOUNDARY ROAD, PASCOE VALE",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,PASCOE VALE,1,Small
"168 EPSOM ROAD, ASCOT VALE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ASCOT VALE,1,Small
"168 HOLDEN STREET, FITZROY NORTH",YARRA,HOUSE,Commercial 1 Zone,small_area,FITZROY NORTH,1,Small
"168 LORIMER STREET, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,large_area,DOCKLANDS,1,Small
"168 OGILVIE STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,1,Small
"168 PAGE STREET, MIDDLE PARK",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,MIDDLE PARK,1,Small
"14 CHAUCER AVENUE, MALVERN EAST",STONNINGTON,HOUSE,Neighbourhood Residential Zone,small_area,MALVERN EAST,1,Small
"168 REYNARD STREET, COBURG",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,COBURG,1,Small
"168 WILTSHIRE DRIVE, KEW",BOROONDARA,HOUSE,General Residential Zone,large_area,KEW,1,Small
"169 BLACKBURN ROAD, DONCASTER EAST",MANNINGHAM,UNIT,Residential Growth Zone,small_area,DONCASTER EAST,1,Small
"169 CANNING STREET, CARLTON",MELBOURNE,UNIT,General Residential Zone,small_area,CARLTON,1,Small
"14 CARPENTER STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"169 GLEN IRIS ROAD, GLEN IRIS",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,GLEN IRIS,1,Small
"169 GOWANBRAE DRIVE, GOWANBRAE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GOWANBRAE,1,Small
"169 UNION STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Residential Growth Zone,small_area,BRUNSWICK WEST,1,Small
"14 JURANG STREET, BALWYN",BOROONDARA,UNIT,General Residential Zone,small_area,BALWYN,1,Small
"1577 MALVERN ROAD, GLEN IRIS",STONNINGTON,UNIT,Residential Growth Zone,small_area,GLEN IRIS,1,Small
"2 LINSEY STREET, COBURG",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG,1,Small
"15 BARAK COURT, OAK PARK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,OAK PARK,1,Small
"15 AFFLECK STREET, SOUTH YARRA",STONNINGTON,HOUSE,General Residential Zone,small_area,SOUTH YARRA,1,Small
"15 AIRDRIE COURT, TEMPLESTOWE LOWER",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE LOWER,1,Small
"15 ALBERT STREET, EAST MELBOURNE",MELBOURNE,HOUSE,General Residential Zone,small_area,EAST MELBOURNE,1,Small
"15 ALFRED ROAD, GLEN IRIS",BOROONDARA,HOUSE,General Residential Zone,medium_area,GLEN IRIS,1,Small
"15 ALLAMBEE AVENUE, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,1,Small
"15 AMARYN COURT, SPRINGVALE",GREATER DANDENONG,UNIT,Mixed Use Zone,small_area,SPRINGVALE,1,Small
"15 AMELIA CRESCENT, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,1,Small
"15 ARKLE STREET, PRAHRAN",STONNINGTON,UNIT,General Residential Zone,small_area,PRAHRAN,1,Small
"15 ATKINS STREET, KEW",BOROONDARA,UNIT,General Residential Zone,small_area,KEW,1,Small
"15 AUSTIN CRESCENT, PASCOE VALE",MERRI-BEK,UNIT,General Residential Zone,medium_area,PASCOE VALE,1,Small
"15 BAIRD STREET NORTH, DONCASTER",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER,1,Small
"14 RAMSDEN STREET, CLIFTON HILL",YARRA,HOUSE,General Residential Zone,small_area,CLIFTON HILL,1,Small
"15 BURROWS AVENUE, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,1,Small
"15 BEAUMONDE STREET, COBURG",MERRI-BEK,UNIT,Neighbourhood Residential Zone,large_area,COBURG,1,Small
"15 BECKET STREET SOUTH, GLENROY",MERRI-BEK,HOUSE,General Residential Zone,small_area,GLENROY,1,Small
"15 BENDIGO STREET, NORTH MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,medium_area,NORTH MELBOURNE,1,Small
"15 BENZ STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"15 BEVERLEY STREET, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,1,Small
"15 BLACKBURN STREET, SURREY HILLS",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,SURREY HILLS,1,Small
"15 BOARDWALK PLACE, KEILOR EAST",MOONEE VALLEY,UNIT,General Residential Zone,small_area,KEILOR EAST,1,Small
"15 BOYD STREET, DONCASTER",MANNINGHAM,UNIT,Residential Growth Zone,small_area,DONCASTER,1,Small
"15 BRUCE STREET, FAWKNER",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,FAWKNER,1,Small
"15 BRUFORD ROAD, PORT MELBOURNE",PORT PHILLIP,UNIT,Capital City Zone,small_area,PORT MELBOURNE,1,Small
"15 BUCKINGHAM CRESCENT, DONCASTER",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER,1,Small
"14 RENOWN STREET, COBURG NORTH",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG NORTH,1,Small
"149 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"149 UNION STREET, BRUNSWICK",MERRI-BEK,UNIT,Residential Growth Zone,small_area,BRUNSWICK,1,Small
"149 SUMMERHILL ROAD, FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,FOOTSCRAY,1,Small
"14 ROSS STREET, TOORAK",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,TOORAK,1,Small
"146 TOORAK ROAD, SOUTH YARRA",MELBOURNE,UNIT,General Residential Zone,medium_area,SOUTH YARRA,1,Small
"14 ROSE AVENUE, TEMPLESTOWE LOWER",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE LOWER,1,Small
"147 BLACKBURN ROAD, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,1,Small
"147 BUCKLEY STREET, NOBLE PARK",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,NOBLE PARK,1,Small
"14 RODEN STREET, WEST MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,small_area,WEST MELBOURNE,1,Small
"147 NORTHUMBERLAND ROAD, PASCOE VALE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,PASCOE VALE,1,Small
"14 ROBINSON ROAD, HAWTHORN",BOROONDARA,UNIT,General Residential Zone,small_area,HAWTHORN,1,Small
"147 WATTLETREE ROAD, MALVERN",STONNINGTON,HOUSE,Residential Growth Zone,medium_area,MALVERN,1,Small
"1470 HEATHERTON ROAD, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,1,Small
"148 ALBERT ROAD, SOUTH MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,large_area,SOUTH MELBOURNE,1,Small
"148 BARKLY STREET, FITZROY NORTH",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FITZROY NORTH,1,Small
"148 HILTON STREET, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,1,Small
"148 KILBY ROAD, KEW EAST",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,KEW EAST,1,Small
"14 ROBERTA STREET, DANDENONG",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,DANDENONG,1,Small
"148 NAPIER STREET, FITZROY",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FITZROY,1,Small
"148 PILGRIM STREET, SEDDON",MARIBYRNONG,UNIT,General Residential Zone,small_area,SEDDON,1,Small
"148 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"14 RIDGEWAY AVENUE, GLENROY",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,GLENROY,1,Small
"14 RICH STREET, NOBLE PARK",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,NOBLE PARK,1,Small
"14 RIBBONY WALK, MARIBYRNONG",MARIBYRNONG,UNIT,Comprehensive Development Zone,small_area,MARIBYRNONG,1,Small
"149 KERR STREET, FITZROY",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FITZROY,1,Small
"149 STEWART STREET, BRUNSWICK EAST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK EAST,1,Small
"14 RAE STREET, FITZROY NORTH",YARRA,UNIT,General Residential Zone,small_area,FITZROY NORTH,1,Small
"15 BUXTON STREET, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,1,Small
"146 PIGDON STREET, CARLTON NORTH",YARRA,UNIT,Neighbourhood Residential Zone,small_area,CARLTON NORTH,1,Small
"15 GATCUM COURT, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"15 ESSEX STREET, FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,FOOTSCRAY,1,Small
"15 ESTELLE STREET, BULLEEN",MANNINGHAM,UNIT,General Residential Zone,small_area,BULLEEN,1,Small
"15 EVANS COURT, TOORAK",STONNINGTON,UNIT,General Residential Zone,small_area,TOORAK,1,Small
"15 EVERARD STREET, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,1,Small
"15 FARRINGDON STREET, PASCOE VALE",MERRI-BEK,UNIT,General Residential Zone,small_area,PASCOE VALE,1,Small
"15 FAWKNER CRESCENT, KEILOR EAST",MOONEE VALLEY,UNIT,General Residential Zone,small_area,KEILOR EAST,1,Small
"15 FAWKNER ROAD, PASCOE VALE",MERRI-BEK,UNIT,Residential Growth Zone,small_area,PASCOE VALE,1,Small
"14 POA COURT, KEYSBOROUGH",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,KEYSBOROUGH,1,Small
"15 FORDHAM AVENUE, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,1,Small
"15 FRENCH STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"15 FRENCHMAN WAY, KEYSBOROUGH",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,KEYSBOROUGH,1,Small
"15 GATEHOUSE PLACE, MARIBYRNONG",MARIBYRNONG,HOUSE,Comprehensive Development Zone,large_area,MARIBYRNONG,1,Small
"15 CAMBRIDGE STREET, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,small_area,MAIDSTONE,1,Small
"15 GERVASE AVENUE, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,1,Small
"15 GLADSTONE STREET, COBURG",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,COBURG,1,Small
"15 GOLDSBROUGH WALK, KENSINGTON",MELBOURNE,UNIT,General Residential Zone,small_area,KENSINGTON,1,Small
"15 GRANDVIEW GROVE, HAWTHORN EAST",BOROONDARA,UNIT,General Residential Zone,small_area,HAWTHORN EAST,1,Small
"15 GRANGE ROAD, TOORAK",STONNINGTON,HOUSE,General Residential Zone,large_area,TOORAK,1,Small
"15 GRANT STREET, SOUTHBANK",MELBOURNE,UNIT,Mixed Use Zone,large_area,SOUTHBANK,1,Small
"15 GROVER STREET, PASCOE VALE",MERRI-BEK,HOUSE,Residential Growth Zone,small_area,PASCOE VALE,1,Small
"15 HAKEA STREET, TEMPLESTOWE",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE,1,Small
"15 HALDANE ROAD, NIDDRIE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,NIDDRIE,1,Small
"14 PITT STREET, BRUNSWICK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK,1,Small
"15 HAROLD STREET, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,1,Small
"15 ERICA STREET, WINDSOR",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,WINDSOR,1,Small
"15 ELPHIN GROVE, HAWTHORN",BOROONDARA,UNIT,Neighbourhood Residential Zone,medium_area,HAWTHORN,1,Small
"15 EDMUND STREET, CLIFTON HILL",YARRA,UNIT,Neighbourhood Residential Zone,small_area,CLIFTON HILL,1,Small
"15 EASTBOURNE STREET, WINDSOR",STONNINGTON,HOUSE,Neighbourhood Residential Zone,small_area,WINDSOR,1,Small
"15 CAMPBELL STREET, RICHMOND",YARRA,UNIT,General Residential Zone,large_area,RICHMOND,1,Small
"14 QUINN ROAD, PORT MELBOURNE",PORT PHILLIP,HOUSE,Capital City Zone,small_area,PORT MELBOURNE,1,Small
"14 QUICK STREET, PASCOE VALE",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,PASCOE VALE,1,Small
"15 CARPENTER STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"15 CARRATHOOL STREET, BULLEEN",MANNINGHAM,UNIT,General Residential Zone,small_area,BULLEEN,1,Small
"15 CHEEL STREET, ARMADALE",STONNINGTON,UNIT,Residential Growth Zone,small_area,ARMADALE,1,Small
"14 PURDY AVENUE, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,1,Small
"14 PROSPECT STREET, PASCOE VALE",MERRI-BEK,UNIT,General Residential Zone,small_area,PASCOE VALE,1,Small
"14 PROSPECT STREET, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,1,Small
"15 COROMANDEL PLACE, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,1,Small
"14 PROHASKY STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Capital City Zone,small_area,PORT MELBOURNE,1,Small
"15 CROWN STREET, FOOTSCRAY",MARIBYRNONG,UNIT,Activity Centre Zone,large_area,FOOTSCRAY,1,Small
"15 CYGNET AVENUE, TEMPLESTOWE LOWER",MANNINGHAM,HOUSE,General Residential Zone,small_area,TEMPLESTOWE LOWER,1,Small
"15 DALGETY LANE, ST KILDA",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ST KILDA,1,Small
"15 DALGETY STREET, ST KILDA",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ST KILDA,1,Small
"15 DAVIES STREET, BRUNSWICK",MERRI-BEK,UNIT,General Residential Zone,small_area,BRUNSWICK,1,Small
"14 PRINCESS STREET, FAWKNER",MERRI-BEK,HOUSE,General Residential Zone,small_area,FAWKNER,1,Small
"15 DERBYSHIRE LANE, DANDENONG",GREATER DANDENONG,UNIT,Comprehensive Development Zone,medium_area,DANDENONG,1,Small
"15 DISNEY STREET, FAWKNER",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,FAWKNER,1,Small
"14 POWELL STREET, YARRAVILLE",MARIBYRNONG,UNIT,Public Use Zone,large_area,YARRAVILLE,1,Small
"14 PORTER STREET, HAWTHORN EAST",BOROONDARA,UNIT,General Residential Zone,small_area,HAWTHORN EAST,1,Small
"15 DUDLEY STREET, ESSENDON NORTH",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON NORTH,1,Small
"15 DURANTA DRIVE, GOWANBRAE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GOWANBRAE,1,Small
"146 ROBERTS STREET, YARRAVILLE",MARIBYRNONG,UNIT,General Residential Zone,small_area,YARRAVILLE,1,Small
"146 KENEALLY STREET, DANDENONG",GREATER DANDENONG,HOUSE,Comprehensive Development Zone,small_area,DANDENONG,1,Small
"15 HAZEL STREET, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CAMBERWELL,1,Small
"141 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"140 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"141 ALBERT STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,PORT MELBOURNE,1,Small
"141 CARLTON ROAD, DANDENONG NORTH",GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,small_area,DANDENONG NORTH,1,Small
"141 HIGH STREET, DONCASTER",MANNINGHAM,HOUSE,General Residential Zone,small_area,DONCASTER,1,Small
"141 HILTON STREET, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,1,Small
"141 HOWARD STREET, NORTH MELBOURNE",MELBOURNE,UNIT,General Residential Zone,small_area,NORTH MELBOURNE,1,Small
"141 JOHN STREET, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,1,Small
"141 KERR STREET, FITZROY",YARRA,HOUSE,Neighbourhood Residential Zone,small_area,FITZROY,1,Small
"141 KEYLANA DRIVE, KEYSBOROUGH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,KEYSBOROUGH,1,Small
"141 OGILVIE STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,1,Small
"14 THE PARADE, ASCOT VALE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ASCOT VALE,1,Small
"1416 MALVERN ROAD, GLEN IRIS",STONNINGTON,UNIT,Commercial 1 Zone,medium_area,GLEN IRIS,1,Small
"14 TANNER STREET, RICHMOND",YARRA,HOUSE,Mixed Use Zone,medium_area,RICHMOND,1,Small
"1417 HEATHERTON ROAD, DANDENONG NORTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG NORTH,1,Small
"1418 MALVERN ROAD, GLEN IRIS",STONNINGTON,UNIT,Commercial 1 Zone,medium_area,GLEN IRIS,1,Small
"14 TENNYSON STREET, ST KILDA",PORT PHILLIP,UNIT,General Residential Zone,small_area,ST KILDA,1,Small
"142 CHURCH ROAD, DONCASTER",MANNINGHAM,HOUSE,General Residential Zone,small_area,DONCASTER,1,Small
"142 COOPER STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,1,Small
"142 CORRIGAN ROAD, NOBLE PARK",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,NOBLE PARK,1,Small
"142 DERBY STREET, PASCOE VALE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,PASCOE VALE,1,Small
"142 KENEALLY STREET, DANDENONG",GREATER DANDENONG,UNIT,Comprehensive Development Zone,small_area,DANDENONG,1,Small
"142 KENT ROAD, PASCOE VALE",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,PASCOE VALE,1,Small
"142 LEBANON STREET, STRATHMORE",MOONEE VALLEY,HOUSE,General Residential Zone,small_area,STRATHMORE,1,Small
"142 MUNRO STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Capital City Zone,small_area,PORT MELBOURNE,1,Small
"14 TIUNA GROVE, ELWOOD",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ELWOOD,1,Small
"14 TIVEY PARADE, BALWYN",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN,1,Small
